RDV;Quel est votre niveau de satisfaction global suite à ce rendez-vous ?;Avez-vous des remarques ou suggestions ?;;
physique;Pas du tout satisfait;Enseignez à vos collègues que le mensonge est un péché, et qu'il ne faut pas mentir aux clients. On m'a fait croire que mon dossier avait été ouvert, alors qu'il y a un mois, ce n'était pas le cas.;;
physique;Très satisfait;La prise de rdv est assez longue.;;
physique;Assez satisfait;Le site a de nombreux bugs, aussi j'ai dû recommencer mes démarches plusieurs et finir par prendre rendez-vous pour faire la demande de CMU. Une fois sur place, j'apprends qu'il fallait seulement déposer des papiers. 2 semaines d'attente, 30 minutes de route pour 2 minutes de rendez-vous... Pourquoi ne pas donner la possibilité d'envoyer les documents par la poste ?;;
physique;Très satisfait;c'est parfait;;
physique;Pas du tout satisfait;Déçue car ma situation  financière  n'a pas changé  et je n'ai plus de mutuelle,  je suis contrainte d'annuler  un rdv médical  et retirer les bagues dentaires de mon ado;;
physique;Très satisfait;Aucune;;
physique;Très satisfait;Non;;
physique;Très satisfait;Non;;
physique;Très satisfait;Par téléphone j ai demander le service sanitaire et sociale j ai eu en ligne différentes personnes très agréables et une gentillesse. .elles m ont bien renseignée et expliquer le dossier en cours.;;
physique;Assez satisfait;L'entraînement des dossiers sa prennent beaucoup de temps comme meme;;
physique;Très satisfait;L'AGENT TRES PERFORMANTE J'ATTENDS LA REPONSE DE MA REQUETE MERCI;;
physique;Très satisfait;AUCUNE.;;
physique;Assez satisfait;Comme le motif du rdv est à préciser - que la personne qui nous revoit soit bien informé que le sujet aborde;;
physique;Assez satisfait;Delai rdv long mais personnel sympa;;
physique;Assez satisfait;Continuer dans ce sens;;
physique;Assez satisfait;Il serait souhaitable que la personne qui honore les rdv soit aimable, ce qui n'était pas le cas.;;
physique;Peu satisfait;Bonne volonté de la part des personnes au téléphone lors de mes 2 appels pour ma réclamation mais pas de garanti que ma demande de prise en charge arrive en heure et en temps alors que mon 1er rendez vous pour le dépôt de ma demande datait du 16/01/2024 et le 2ème du 28/03/2024;;
physique;Très satisfait;Très difficile de vous joindre par téléphone;;
physique;Peu satisfait;Moyennement reçu;;
physique;Très satisfait;La commission avant de statuer devrait s’en remettre à l’avis de la conseillère.;;
physique;Assez satisfait;La personne qui m'a reçu n'a pas voulu donner son nom pourquoi;;
physique;Très satisfait;Je n'ai eu que rarement une personne avec la compréhension dont elle a fait preuve. Merci à elle, car j'étais très inquiète.;;
physique;Assez satisfait;Non;;
physique;Peu satisfait;Local en travaux - accueil d'une personne assez agressive nous prenant un peu comme des idiots qui ne comprennent rien;;
physique;Peu satisfait;Pourquoi quand on demande quelques choses par le contrat via le compte Amélie email on a toujours la même réponse soit on transmet au service concerné ou le dossier est en cours et plus jamais de réponse j' ai mis 3 mois pour récupérer mes droits on m'a radié sans prévenir;;
physique;Très satisfait;NON;;
physique;Assez satisfait;Bonjour juste vous dire ,j'ai un problème avec mon compte Amélie je ne peux rien télécharger en pdf, donc pas connaissance des courriers de votre part. Comment je peut faire ?? Merci Madame Betscoun Sarah .;;
physique;Très satisfait;qu'il y ait plus d'amabilité;;
physique;Très satisfait;aucunes;;
physique;Pas du tout satisfait;Mieux former les agents;;
physique;Très satisfait;Cette note est pour la dame qui m'a reçu merci;;
physique;Assez satisfait;"Le professionnalisme et surtout le côté chaleureux dans la bonne humeur de l'agent qui nous a accueillis moi et madame étaient vraiment à la hauteur. 
Très belle expérience.";;
physique;Pas du tout satisfait;La personne que j’ai eu au téléphone était incompétente, malpolie et se permet de raccrocher au nez. Cette personne devrait être mis à pied.;;
physique;Très satisfait;Continuer comme ça;;
physique;Très satisfait;Monsieur pichot Eddy non je ner pas de remarque ou suggestion;;
physique;Très satisfait;Je recommande;;
physique;Pas du tout satisfait;"Pour les dossiers ""complexes"", avoir le 2ème rdv avec le même agent pour ne pas perdre de temps à tout ré-expliquer à chaque rdv, sinon perte de temps pour tout le monde et on n'avance pas. D'un agent à l'autre, la vision du problème change dont ils réclament de nouvelles pièces que le conseiller du premier rdv n'avait pas demandé. C'est absurde et maltraitant. On perd un temps fou à tout compliquer comme ça. Certains agents sont motivés et engagés, d'autres cherchent à se débarrasser du dossier en réclamant de nouvelles pièces pour noyer le poisson.  On n'est pas duppe. En outre, quand on vient à la CPAM, c'est pour un problème de santé donc on est dans une posture de vulnérabilité. On cherche une solution, pas à complexifier les problèmes... Pareil à l'entrée où on attend sous la pluie comme des gueux, au nom d'un ""plan vigipirate"" où il faudrait juste vérifier les sacs avant de permettre aux assurés de se mettre à l'abri de la pluie. Bcp de vigiles sont condescendants, c'est inadmissible. Merci pour cette enquête et les actions pour corriger ces problèmes.";;
physique;Très satisfait;"Oui, mais bon….
Merci";;
physique;Assez satisfait;en e moment impossible de se connecté a mon compte ameli;;
physique;Très satisfait;J'espère une suite de mes questions pour médecin traitant et ordonnances comme 1x par an pour des examens PSA-Hématologie etc.;;
physique;Assez satisfait;9 sur 10 assez  satisfait merci a toutes l'équipe merci;;
physique;Très satisfait;J 'aimerait pouvoir avoir quelqu'un par téléphone merci;;
physique;Très satisfait;uniquement une réponce favorable a mon dossier;;
physique;Très satisfait;Non;;
physique;Très satisfait;Tant que les usages reste courtois poli les agents vont aussi prendre plaisir a leurs servir et répondre correctement à leurs questions et besoins;;
physique;Assez satisfait;Aucune;;
physique;Peu satisfait;Il faut améliorer l'aceuil physique et l'amabilité des agents d'accueil.;;
physique;Très satisfait;Non aucune;;
physique;Très satisfait;Une meilleure communication entre vos services  serais bienvenue pour que les personnes qui nous reçoivent aient tout les éléments en mains pour mieux traiter nos dossiers.;;
physique;Très satisfait;Non;;
physique;Très satisfait;Très satisfait de l’agent qui s’est occupé de moi;;
physique;Assez satisfait;Trop d attente pour un rendez-vous physique en point d accueil  pour ma part je préférerais  une permanence  comme il a existe;;
physique;Pas du tout satisfait;Demande refusé;;
physique;Peu satisfait;Je trouve dommage qu'on nous tiennent pas informer du suivie du dossier;;
physique;Très satisfait;Non !... c'etait parfait !...;;
physique;Très satisfait;Madame Cécile m'a donné des consultations. Elle était très pratique, attentive et concentrée sur la résolution de nos problèmes. C'est juste mon admiration !;;
physique;Très satisfait;Non;;
physique;Assez satisfait;le dakai de traitement de ma demande de prise en chargepour une cure est si long que la période choisie risque dort de ne plus être disponible et les logements plus chers.;;
physique;Très satisfait;Merci des renseignements clairs et beaucoup de disponibilité et d empathie de la personne qui ma reçu;;
physique;Très satisfait;Il y a pas de rendez-vous à l’accueil, c’est toujours par téléphone;;
physique;Très satisfait;Vos agents ont beaucoup de mérite;;
physique;Peu satisfait;À ce jour le problème n’est pas traité;;
physique;Très satisfait;tout était parfait la personne qui ma reçu tres aimable;;
physique;Très satisfait;Non tout était impeccable;;
physique;Pas du tout satisfait;Être d'ériger au service compétent;;
physique;Assez satisfait;Trop difficile de prendre un rdv avec une assistance sociale ou avec le service retraite.;;
physique;Très satisfait;J'ai aucune remarque, pour une première fois sa c'est bien passé.;;
physique;Assez satisfait;Personne à l’accueil désagréable;;
physique;Très satisfait;personne tres acceuillante et compétente,tres professionnelle et surtout a votre écoute;;
physique;Très satisfait;Agent très sympathique, m a bien renseigné;;
physique;Pas du tout satisfait;Renouveler le personnel cela tombe bien je cherche du travail et je serai beaucoup plus compétent;;
physique;Très satisfait;J’espère que j’aurais une bonne nouvelle pour se que j’ai demandé comme prise en charge que j'ai rempli mon dossier une aides financier comme je suis actuellement en arrêt de maladie depuis le 29 octobre 2023 et je n’ocest  pas demandé car d’habitude nous arrivions avec deux salaires m’est j’ai fait la demande j’espère que j’aurais une petite aides suite à ma demande je touche  presque rien en arrêt de maladie et toujours en prolongation jusqu’au 27 4 2024 là j’ai été opéré hier et plusieurs problèmes de santé accumulé voilà peut être faut t’il envisager de voir un médecin de la cpam de saint Brieuc voilà en vous remercient;;
physique;Pas du tout satisfait;Motif non pris en compte .;;
physique;Assez satisfait;Non;;
physique;Très satisfait;Il faudrait que les autres suivent après nos interlocuteurs;;
physique;Très satisfait;Equipe très humaine, agréable, réactive et très compétente.;;
physique;Très satisfait;La personne qui m'a reçu est très souriante , bienveillante et très  compétente .;;
physique;Peu satisfait;Que ce soit 1 agent du service invalidité qui reçoit;;
physique;Pas du tout satisfait;L'agente d'accueil était compétente et agréable, mais ce rdv a été inutile puisque les services ont mal compris ce qu'elle leur a transmis.;;
physique;Très satisfait;Garder la permanence a Amboise svp;;
physique;Très satisfait;J'ai été satisfait de l'accueil et du traitement de mon dossier;;
physique;Très satisfait;"Manque un document - le jour même-""prouvant"" la réponse de la SS lors du RDV, ce qui amène de l'inquiétude dans l'attente de l'officialisation de la réponse";;
physique;Très satisfait;Rien à dire très aimable et a l écoute;;
physique;Très satisfait;Dame a l'écoute très professionnel;;
physique;Très satisfait;CONTINUEZ COMME ça;;
physique;Très satisfait;Non;;
physique;Très satisfait;RAS;;
physique;Assez satisfait;Aucunement;;
physique;Peu satisfait;J'irai voir dans un autre centre CPAM;;
physique;Peu satisfait;Il est impossible d'obtenir des informations en se rendant à l'accueil d'une caisse, on me demande à chaque fois de prendre RDV via le compte Ameli. Lorsque je veux prendre un RDV dans une caisse via le compte AMELI, aucun créneau n'est disponible dans les bureaux proches de chez moi, je dois toujours me rendre à au moins une demi-heure de transport. Les délais pour obtenir un RDV, physique ou par téléphone, s'allongent sans cesse. Je suggère de recruter plus de personnel afin de mener au mieux votre mission de service public.;;
physique;Assez satisfait;L’agent à l’accueil pas aimable du tout mais la personne qui a traité mon dossier est des plus compétente et très agréable agréable;;
